
 Lista de Imóveis da Caixa;;Data de geração:;21/03/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444415405611 ;RJ ;SAO GONCALO ;MUTUAPIRA ;RUA COMANDANTE TAQUES HORTA, N. 123, CS 10, LT 41 ;117.072,73;186.000,00;37.06;Casa, 0.00 de área total, 68.00 de área privativa, 95.55 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415405611
 8444421044927 ;RJ ;SAO GONCALO ;MIRIAMBI ;RUA REGINA COELHO, N. 78, FUNDOS ;115.819,58;184.009,04;37.06;Casa, 0.00 de área total, 58.00 de área privativa, 375.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444421044927
 8444424191297 ;RJ ;SAO GONCALO ;MIRIAMBI ;RUA DOUTOR BERNARDINO PALMIER, N. 917, CS 01 ;131.478,39;208.887,07;37.06;Casa, 0.00 de área total, 134.40 de área privativa, 77.70 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444424191297
 1444418969453 ;RJ ;SAO GONCALO ;PACHECO ;ESTRADA DO BICHINHO, N. 665, . ;147.914,48;235.000,00;37.06;Casa, 0.00 de área total, 79.22 de área privativa, 192.92 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418969453
 1444419022930 ;RJ ;SAO GONCALO ;PACHECO ;ESTRADA DO BICHINHO, N. 665, UN 201 ;142.524,64;226.436,86;37.06;Casa, 0.00 de área total, 79.58 de área privativa, 106.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419022930
 8444415695490 ;RJ ;SAO GONCALO ;PACHECO ;RUA JELCYR CANELAS PORTO, N. 104, . ;118.961,00;189.000,00;37.06;Casa, 0.00 de área total, 79.00 de área privativa, 75.73 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444415695490
 1444400625027 ;RJ ;SAO GONCALO ;MUTUA ;AVENIDA DEZOITO DO FORTE, N. 695, Apto 402, BL 05 ;116.443,31;185.000,00;37.06;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400625027
 8444400845963 ;RJ ;SAO GONCALO ;MUTUA ;AVENIDA DEZOITO DO FORTE, N. 695, Apto 402, BL 03 ;116.443,31;185.000,00;37.06;Apartamento, 0.00 de área total, 50.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444400845963
 8404470003776 ;RJ ;SAO GONCALO ;LARANJAL ;RUA LINDOLFO FERNANDES, N. 214, Apto 404, BL B ;121.069,57;192.350,00;37.06;Apartamento, 0.00 de área total, 84.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8404470003776
 8555515522549 ;RJ ;SAO GONCALO ;LARANJAL ;RUA HILDA TINOCO, N. 31, LT 12, QD 84 ;119.590,43;190.000,00;37.06;Casa, 0.00 de área total, 111.43 de área privativa, 360.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555515522549
 1444413698516 ;RJ ;SAO GONCALO ;NOVA CIDADE ;RUA AGOSTINHO LOURENCO, N. 51, LT 458 ;124.218,25;197.352,48;37.06;Casa, 0.00 de área total, 88.00 de área privativa, 385.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413698516
 1444420279914 ;RJ ;SAO GONCALO ;NOVA CIDADE ;RUA VICENTE DE LIMA CLETO, N. 451, Apto 403, BL 02 ;129.031,78;205.000,00;37.06;Apartamento, 0.00 de área total, 43.17 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420279914
 1444405498457 ;RJ ;SAO GONCALO ;LAGOINHA ;RUA CASTRO ALVES, N. 794, CS 09 ;146.734,94;233.126,00;37.06;Casa, 0.00 de área total, 86.64 de área privativa, 65.24 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444405498457
 1787700861136 ;RJ ;SAO GONCALO ;MARIA PAULA ;RUA DALVA RAPOSO, N. 301, Apto 303, BL 07 ;119.590,43;190.000,00;37.06;Apartamento, 0.00 de área total, 56.05 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700861136
 1787700888565 ;RJ ;SAO GONCALO ;MARIA PAULA ;RUA DALVA RAPOSO, N. 401, Apto 103, BL 7, ;120.219,85;191.000,00;37.06;Apartamento, 0.00 de área total, 72.41 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700888565
 8787706547962 ;RJ ;SAO GONCALO ;MARIA PAULA ;RUA DALVA RAPOSO, N. 301, Apto 504, BL 09, GL R1A ;119.590,43;190.000,00;37.06;Apartamento, 0.00 de área total, 56.05 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706547962
 1444415944697 ;RJ ;SAO GONCALO ;ITAUNA ;RUA SAPOPEMBA, N. 115, CS 04 ;129.603,16;205.907,79;37.06;Casa, 0.00 de área total, 71.12 de área privativa, 130.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415944697
 8444423345231 ;RJ ;SAO GONCALO ;ITAUNA ;RUA JOAO LACERDA DE SOUZA, N. 60, CS 01 ;130.290,62;207.000,00;37.06;Casa, 0.00 de área total, 68.05 de área privativa, 123.94 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423345231
 1444403682986 ;RJ ;SAO GONCALO ;CENTRO ;RUA COMANDANTE ABELARDO MARA, N. 20, UN 2 ;140.361,40;223.000,00;37.06;Casa, 0.00 de área total, 88.16 de área privativa, 297.70 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), DCE, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403682986
 1444416525310 ;RJ ;SAO GONCALO ;JARDIM CATARINA ;RUA CARDEAL RONCALI, N. 816, CS 03 ;129.661,20;206.000,00;37.06;Casa, 0.00 de área total, 69.65 de área privativa, 47.78 de área do terreno,  3 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416525310
 1444419248164 ;RJ ;SAO GONCALO ;JARDIM CATARINA ;RUA EUDINO EGGER, N. 30, . ;142.249,67;226.000,00;37.06;Casa, 0.00 de área total, 60.00 de área privativa, 101.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419248164
 1444419958528 ;RJ ;SAO GONCALO ;JARDIM CATARINA ;RUA MARCOS DA COSTA, N. 1402, CS 01 ;141.620,24;225.000,00;37.06;Casa, 0.00 de área total, 86.34 de área privativa, 155.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419958528
 8444404602844 ;RJ ;SAO GONCALO ;COLUBANDE ;RUA AUGUSTO RUSH, N. 45, Apto 907, BL 11 ;125.031,67;198.644,80;37.06;Apartamento, 0.00 de área total, 83.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444404602844
 8555519728028 ;RJ ;SAO GONCALO ;COLUBANDE ;RUA NICOLAU PALUMA, N. 84, CS 01 ;132.808,32;211.000,00;37.06;Casa, 0.00 de área total, 73.00 de área privativa, 374.45 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555519728028
 1444415580610 ;RJ ;SAO GONCALO ;VENDA DA CRUZ ;RUA CRISTIANA, N. 463, Apto 102, BL B VG 07 ;141.620,24;225.000,00;37.06;Apartamento, 0.00 de área total, 66.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415580610
 1444410641777 ;RJ ;SAO GONCALO ;ROCHA ;RUA JOAO DAMASCENO DUARTE, N. 50, Apto 304, BLOCO C ;116.443,31;185.000,00;37.06;Apartamento, 0.00 de área total, 67.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444410641777
 1444407251700 ;RJ ;SAO GONCALO ;SANTA ISABEL ;ESTRADA SANTA ISABEL, N. SN, LT 15 ;127.946,59;203.275,91;37.06;Terreno, 0.00 de área total, 0.00 de área privativa, 1050.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407251700
 1444408496897 ;RJ ;SAO GONCALO ;TRINDADE ;RUA MARQUES DE VALENCA, N. 99, . ;142.879,09;227.000,00;37.06;Casa, 0.00 de área total, 86.70 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408496897
 1444415932605 ;RJ ;SAO GONCALO ;TRINDADE ;RUA VITAL BRASIL, N. 380, CS 01 LT 22 QD 09 ;134.067,16;213.000,00;37.06;Casa, 0.00 de área total, 66.00 de área privativa, 72.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444415932605
 1444417478669 ;RJ ;SAO GONCALO ;TRINDADE ;RUA CABO FRIO, N. 208, CASA ;140.665,67;223.483,42;37.06;Casa, 0.00 de área total, 130.85 de área privativa, 94.46 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417478669
 1444418834370 ;RJ ;SAO GONCALO ;TRINDADE ;AVENIDA DOUTOR HUMBERTO SOEIRO DE CARVAL, N. 1200, ;131.549,47;209.000,00;37.06;Casa, 0.00 de área total, 102.24 de área privativa, 114.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444418834370
 1444420135912 ;RJ ;SAO GONCALO ;TRINDADE ;RUA MARQUES DE VALENCA, N. 126, CS 04 ;123.366,97;196.000,00;37.06;Casa, 0.00 de área total, 63.08 de área privativa, 36.53 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420135912
 1787701408958 ;RJ ;SAO GONCALO ;TRINDADE ;AVENIDA JOSE MANNA JUNIOR, N. 353, Apto 504, . ;120.849,27;192.000,00;37.06;Apartamento, 0.00 de área total, 89.47 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701408958
 8444412764939 ;RJ ;SAO GONCALO ;TRINDADE ;RUA BATURITE, N. 48, CS 03, LT 12, QD 163 ;141.910,83;225.461,68;37.06;Casa, 0.00 de área total, 86.70 de área privativa, 90.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412764939
 8555510138139 ;RJ ;SAO GONCALO ;TRINDADE ;RUA FORTALEZA, N. 296, Apto 402, . ;117.627,36;186.881,17;37.06;Apartamento, 0.00 de área total, 78.00 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555510138139
 1444406857906 ;RJ ;SAO GONCALO ;ZE GAROTO ;RUA ORMINDA AZEVEDO, N. 265, Apto 202, . ;144.767,36;230.000,00;37.06;Apartamento, 0.00 de área total, 60.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444406857906
 1444417548179 ;RJ ;SAO GONCALO ;VILA LAGE ;AVENIDA VEREADOR FRANCISCO PINNA ANTIGA AVENIDA CA, N. 36, Apto 502, . ;123.366,97;196.000,00;37.06;Apartamento, 0.00 de área total, 66.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417548179
 8444402769814 ;RJ ;SAO GONCALO ;VILA LAGE ;AVENIDA LUCIO TOME FETEIRA, N. 151, Apto 201, BL 25 ;139.483,35;221.605,00;37.06;Apartamento, 0.00 de área total, 46.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444402769814
 1444414397382 ;RJ ;SAO GONCALO ;PORTO DA PEDRA ; RUA GOVERNADOR MACEDO SOARES E SILVA, N. 1085, CS 01 ;140.361,40;223.000,00;37.06;Casa, 0.00 de área total, 66.86 de área privativa, 43.02 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444414397382
 1444417916593 ;RJ ;SAO GONCALO ;TRIBOBO ;RUA QUINTINO JOAQUIM DA SILVA, N. 96, CS 07 ;133.437,74;212.000,00;37.06;Casa, 0.00 de área total, 72.49 de área privativa, 105.16 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417916593
 1444404506855 ;RJ ;SAO GONCALO ;PORTO DO ROSA ;AVENIDA PORTO DO ROSA, N. 800, 6917 CASA BASE ;117.072,73;186.000,00;37.06;Casa, 0.00 de área total, 63.94 de área privativa, 271.05 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444404506855
 1444417668662 ;RJ ;SAO GONCALO ;VISTA ALEGRE ;RUA ALMERINDA SANTANA, N. 258, LT 116 QD 07 ;146.002,55;231.962,41;37.06;Casa, 0.00 de área total, 96.25 de área privativa, 225.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444417668662
 8444423080947 ;RJ ;SAO GONCALO ;PORTO NOVO ;TRAVESSA SILVA E SOUZA, N. 127, CASA 1 ;119.590,43;190.000,00;37.06;Casa, 0.00 de área total, 91.37 de área privativa, 52.11 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444423080947
 8444408962446 ;RJ ;SAO GONCALO ;SAO MIGUEL ;RUA CAPITAO FELINTO DOS SANTOS, N. 84, Apto 201, CS 01 ;119.590,43;190.000,00;37.06;Apartamento, 0.00 de área total, 50.49 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444408962446
 8444409049493 ;RJ ;SAO GONCALO ;BOA VISTA ;RUA PARANAVAI, N. 206, . ;117.648,03;186.914,00;37.06;Casa, 0.00 de área total, 75.25 de área privativa, 330.40 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444409049493
 8444412556996 ;RJ ;SAO GONCALO ;BOA VISTA ;RUA JOAQUIM VIEIRA DE SOUZA, N. 238, Apto ., CS 01 ;134.067,16;213.000,00;37.06;Casa, 0.00 de área total, 53.57 de área privativa, 61.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412556996
 8444401067425 ;RJ ;SAO GONCALO ;BARRO VERMELHO ;RUA CELESTINO PIRES, N. 154, . ;117.072,73;186.000,00;37.06;Casa, 0.00 de área total, 130.05 de área privativa, 117.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444401067425
 1444413400584 ;RJ ;SAO GONCALO ;BOACU ;RUA IMBOASSU (ANTIGA ESTRADA DO BOASSU), N. 331, Apto 103, BL 2 ;147.585,00;234.476,55;37.06;Apartamento, 0.00 de área total, 52.82 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444413400584
 8555512323413 ;RJ ;SAO GONCALO ;LINDO PARQUE ;RUA ANTENOR NUNES NETO, N. 188, LT 19 ;244.728,69;384.000,00;36.27;Casa, 0.00 de área total, 112.00 de área privativa, 341.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555512323413
 1444411155221 ;RJ ;SAO GONCALO ;MIRIAMBI ;RUA  DA ALVORADA, N. 398, LT 03 ;185.458,46;291.000,00;36.27;Casa, 0.00 de área total, 210.82 de área privativa, 153.80 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411155221
 1444420481772 ;RJ ;SAO GONCALO ;MIRIAMBI ;RUA SEVERINA CORREIA, N. 313, CS 02 ;208.401,78;327.000,00;36.27;Casa, 0.00 de área total, 140.00 de área privativa, 256.37 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420481772
 1444420999070 ;RJ ;SAO GONCALO ;MUTUA ;RUA GENERAL MASCARENHAS DE MORAES, N. 503, CS 4 ;163.789,78;257.000,00;36.27;Casa, 0.00 de área total, 63.00 de área privativa, 63.47 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420999070
 1444421227578 ;RJ ;SAO GONCALO ;NOVA CIDADE ;RUA SARGENTO BARBOSA, N. 111, . ;264.485,43;415.000,00;36.27;Casa, 0.00 de área total, 108.00 de área privativa, 85.50 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444421227578
 1444403975649 ;RJ ;SAO GONCALO ;MUTONDO ;RUA OSORIO BELEM, N. 94, . ;177.810,69;279.000,00;36.27;Casa, 0.00 de área total, 111.44 de área privativa, 120.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403975649
 1555516406927 ;RJ ;SAO GONCALO ;MUTONDO ;RUA ALVARO ESTEVES, N. 300, LT 74 ;178.448,00;280.000,00;36.27;Casa, 0.00 de área total, 107.00 de área privativa, 372.00 de área do terreno,  5 qto(s), WC, 2 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555516406927
 1444416908376 ;RJ ;SAO GONCALO ;LAGOINHA ;RUA SEVERINO CORREIA, N. 313, CS BASE ;182.909,20;287.000,00;36.27;Casa, 0.00 de área total, 0.00 de área privativa, 71.36 de área do terreno,  2 qto(s), WC, WC Emp, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444416908376
 1444407040881 ;RJ ;SAO GONCALO ;MARIA PAULA ;RUA DALVA RAPOSO, N. 900, Apto 307, BL 03 ;182.929,69;287.032,15;36.27;Apartamento, 0.00 de área total, 55.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407040881
 1555511707210 ;RJ ;SAO GONCALO ;MARIA PAULA ;RUA ANTONIO ALVES BELMONT, N. 115, LT 24, QD 10 ;274.045,15;430.000,00;36.27;Casa, 0.00 de área total, 336.95 de área privativa, 525.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555511707210
 1787700366488 ;RJ ;SAO GONCALO ;MARIA PAULA ;AVENIDA ABDIAS JOSE DOS SANTOS, N. 2485, Apto 302, BL 05 ;210.313,72;330.000,00;36.27;Apartamento, 0.00 de área total, 87.80 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700366488
 1444420174535 ;RJ ;SAO GONCALO ;ENGENHO PEQUENO ;ALAMEDA GUILHERME BRAGA, N. 58, LT 58 QD ÚNICA ;238.992,86;375.000,00;36.27;Casa, 0.00 de área total, 200.00 de área privativa, 376.00 de área do terreno,  2 qto(s), WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420174535
 1444402530163 ;RJ ;SAO GONCALO ;CENTRO ;RUA DOUTOR FRANCISCO PORTELA, N. 213, CS 01 FDS ;184.183,83;289.000,00;36.27;Casa, 0.00 de área total, 63.00 de área privativa, 130.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444402530163
 8444416957243 ;RJ ;SAO GONCALO ;JARDIM CATARINA ;RUA GONCALVES CHAVES, N. 33, LT 110 QD 3A CASA BASE ;235.713,88;369.855,00;36.27;Casa, 0.00 de área total, 191.40 de área privativa, 267.60 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444416957243
 8555513837739 ;RJ ;SAO GONCALO ;JARDIM CATARINA ;RUA  PRADO LOPES, N. 232, LT 24, QD 18 ;194.062,20;304.500,00;36.27;Casa, 0.00 de área total, 134.85 de área privativa, 198.18 de área do terreno,  3 qto(s), WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555513837739
 1444419775717 ;RJ ;SAO GONCALO ;GUAXINDIBA ;RUA ITAPIRA, N. 660, LT 17 QD 83 ;189.282,35;297.000,00;36.27;Casa, 0.00 de área total, 105.00 de área privativa, 675.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419775717
